"Year","Region","PatrimoineGouvernement","PatrimoinePrivé","PIB","RatioPatrimoineRevenu","RevenuNational","RevenuNationalTop10","RevenuNationalBottom50","RevenuNationalTop1","RevenuNationalMedium40","CapitalNational","PatrimoineTop10","PatrimoineBottom50","PatrimoineTop1","PatrimoineMedium40"
1982,"Afrique du Sud",NA,20165.162,16852.6875,NA,13616.7832,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1982,"Australie",18473.6183,61543.9735,30501.6827,4.6702904701,25630.5263,24.82,18.8,5.61,56.38,11970192.26,NA,NA,NA,NA
1982,"Canada",10263.3454,45443.3142,30620.7889,3.1281046867,25858.0139,34.35,17.63,8.39,48.02,8088655.68,NA,NA,NA,NA
1982,"Chine",2929.6655,1781.7286,2537.3447,3.8428802,2276.0747,28.71,24.19,7.09,47.1,873795.43,40.81,16.01,15.8,43.18
1982,"Danemark",NA,34315.6806,31954.354,NA,26180.1768,26.29,24.82,7.29,48.89,NA,NA,NA,NA,NA
1982,"Etats-Unis",10729.9778,66978.5199,33054.0941,3.9814791679,28021.8457,34.83,18.33,10.97,46.83,11156830.48,62.85,2.66,24.22,34.5
1982,"France",13016.2585,61220.9273,30326.4446,3.8832013607,26699.1135,28.69,22.99,7.18,48.32,10367793.08,50.25,8.75,16.18,41
1982,"Inde",NA,NA,2046.4492,4.4505549296,1885.3813,30.87,21.54,6.28,47.59,NA,NA,NA,NA,NA
1982,"Japon",12763.099,64460.1726,23188.8524,5.5576939583,19766.7525,34.76,21.38,9.38,43.85,10985755.27,NA,NA,NA,NA
1982,"Mexique",NA,NA,21510.1046,NA,18174.255,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1982,"Royaume-Uni",15900.3157,43063.9087,20974.4928,4.6519742012,17802.1512,30.15,21.67,8.38,48.18,8281495.96,51.23,NA,17.2,NA
1982,"Russie",NA,NA,20842.7318,NA,17331.0816,22.32,28.57,3.97,49.11,NA,NA,NA,NA,NA
1983,"Afrique du Sud",NA,19970.0891,16129.4371,NA,12949.7398,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1983,"Australie",18094.5861,60536.1662,29474.1978,4.7445750237,24620.9996,24.38,19.13,5.6,56.49,11681629.14,NA,NA,NA,NA
1983,"Canada",8390.59,46840.1244,30689.6032,3.0461256504,26055.0836,35.4,17.1,8.93,47.5,7936694.88,NA,NA,NA,NA
1983,"Chine",3025.2956,2099.1293,2634.1627,3.9374061,2368.4379,28.8,24.45,7.27,46.75,931987.21,40.81,16.01,15.8,43.18
1983,"Danemark",NA,41857.1993,32754.8687,NA,26858.5615,27.74,24.34,8.83,47.91,NA,NA,NA,NA,NA
1983,"Etats-Unis",9777.0106,68996.6682,34001.3158,3.9338481426,28541.2784,35.44,17.65,11.35,46.91,11227705.42,62.33,2.77,23.66,34.9
1983,"France",12904.3377,61421.8349,30412.4938,3.8943712711,26564.7328,28.77,22.59,7.05,48.64,10345314.16,50.01,8.9,15.93,41.09
1983,"Inde",NA,NA,2055.0951,4.5898690137,1880.2205,36.15,19.83,10.57,44.02,NA,NA,NA,NA,NA
1983,"Japon",12541.3858,67835.1646,23601.9382,5.6620554924,20072.7496,34.99,21.16,9.36,43.85,11365301.69,NA,NA,NA,NA
1983,"Mexique",NA,NA,20071.0872,NA,16605.3414,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1983,"Royaume-Uni",15316.1738,46623.1671,21858.919,4.6611437798,18559.2443,30.51,21.41,8.32,48.08,8650751.49,50.66,NA,17.46,NA
1983,"Russie",NA,NA,21266.4938,NA,17579.847,22.63,28.44,4.17,48.93,NA,NA,NA,NA,NA
1984,"Afrique du Sud",NA,19273.2565,16674.9333,NA,13480.691,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1984,"Australie",17806.1567,61640.1644,30403.6769,4.6385779381,25277.4284,24.82,19.16,5.99,56.02,11725129.96,NA,NA,NA,NA
1984,"Canada",6905.6264,48774.2195,31859.623,2.9281277657,27056.4492,35.03,17.39,9.1,47.58,7922463.39,NA,NA,NA,NA
1984,"Chine",3114.4315,2257.6218,2846.3704,3.7428359,2561.0641,29.28,24.18,7.61,46.54,958454.76,40.81,16.01,15.8,43.18
1984,"Danemark",NA,45471.4247,33944.2951,NA,27760.2579,28.62,24.41,9.74,46.98,NA,NA,NA,NA,NA
1984,"Etats-Unis",8827.5191,71377.9158,35920.5144,3.7193126678,30529.7773,36.69,17.25,11.99,46.06,11354992.33,62.5,2.54,23.84,34.96
1984,"France",12709.3057,61893.6837,30573.0304,3.8756849766,26663.0069,29.01,22.49,7.14,48.5,10333743.02,49.97,8.98,15.79,41.05
1984,"Inde",NA,NA,2146.162,4.5054327222,1969.0629,34.24,20.4,9.12,45.36,NA,NA,NA,NA,NA
1984,"Japon",12210.9986,70302.0508,24342.1065,5.5973644257,20719.3605,35.27,21.02,9.45,43.71,11597381.79,NA,NA,NA,NA
1984,"Mexique",NA,NA,20063.3286,NA,16813.9589,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1984,"Royaume-Uni",15169.4844,50314.6762,22537.5406,4.6979279518,19332.7642,31.17,20.96,8.57,47.86,9082407.57,46.71,NA,15.22,NA
1984,"Russie",NA,NA,21362.4474,NA,17584.4449,22.94,28.31,4.36,48.75,NA,NA,NA,NA,NA
1985,"Afrique du Sud",NA,17537.6923,16207.4392,NA,12871.997,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1985,"Australie",18123.195,64959.3233,31484.5588,4.6680717468,26120.03,25.31,18.91,6.33,55.78,12193012.2,NA,NA,NA,NA
1985,"Canada",5025.3369,50333.3956,32875.938,2.7996499538,27890.0505,34.81,17.73,9.24,47.45,7808237.7,NA,NA,NA,NA
1985,"Chine",3126.7466,2377.5455,3017.1779,3.5589536,2708.8848,30.14,23.84,8.17,46.02,963735.21,40.81,16.01,15.8,43.18
1985,"Danemark",NA,52859.8211,35161.7909,NA,28746.3538,29.29,24.21,10.38,46.51,NA,NA,NA,NA,NA
1985,"Etats-Unis",8028.4027,75536.6405,36862.9837,3.7743067741,31166.602,36.73,17.16,12.1,46.11,11763218.36,62.11,2.66,24.12,35.23
1985,"France",12251.1035,62157.0433,30755.174,3.7985446453,26997.9162,29.47,22.35,7.38,48.18,10255284.78,50.14,9.19,16.14,40.67
1985,"Inde",NA,NA,2169.5228,4.6026917443,1980.1112,35.68,19.92,10.72,44.4,NA,NA,NA,NA,NA
1985,"Japon",12265.664,74150.2267,25575.7376,5.5292387009,21835.6884,35.82,20.65,9.64,43.53,12073473.15,NA,NA,NA,NA
1985,"Mexique",NA,NA,19801.5427,NA,16770.0136,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1985,"Royaume-Uni",15242.4106,52928.0913,22660.7932,4.8143239021,19530.9309,31.23,20.66,8.76,48.1,9402832.9,48.68,NA,15.78,NA
1985,"Russie",NA,NA,21697.9519,NA,17785.7396,23.24,28.18,4.56,48.58,NA,NA,NA,NA,NA
1986,"Afrique du Sud",NA,17391.5652,15898.7118,NA,12416.8155,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1986,"Australie",18165.3203,66077.029,32011.2684,4.6637539864,26371.9699,26.05,18.54,6.75,55.4,12299232.93,NA,NA,NA,NA
1986,"Canada",1971.6463,52428.9075,33053.1939,2.7301499844,27919.4152,34.55,18.19,9.13,47.26,7622421.49,NA,NA,NA,NA
1986,"Chine",3434.4853,2658.9711,3104.4725,3.7705619,2779.5481,30.39,22.52,8.11,47.09,1047357.06,40.81,16.01,15.8,43.18
1986,"Danemark",NA,56580.1171,37011.3531,NA,30421.1863,27.95,24.6,9.22,47.44,NA,NA,NA,NA,NA
1986,"Etats-Unis",7224.6049,81674.501,37652.3115,3.9550750256,31525.8709,36.43,17.06,11.76,46.51,12468711.99,62.27,2.64,24.62,35.08
1986,"France",11576.4517,63726.5871,31156.1365,3.7590723038,27485.6859,30.36,22.02,7.91,47.62,10332065.63,50.57,9.3,16.79,40.14
1986,"Inde",NA,NA,2239.939,4.6164695906,2034.8819,35.97,19.8,11.09,44.23,NA,NA,NA,NA,NA
1986,"Japon",12483.2079,82503.625,26000.224,5.963054657,22123.3076,36.57,20.38,10.12,43.04,13192248.87,NA,NA,NA,NA
1986,"Mexique",NA,NA,17871.8052,NA,14584.5085,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1986,"Royaume-Uni",15410.5489,58551.7782,23650.4759,4.9934039116,20318.2617,31.45,20.6,8.88,47.95,10145717.45,48.82,NA,16.3,NA
1986,"Russie",NA,NA,22223.1445,NA,18016.7261,23.27,28.13,4.71,48.6,NA,NA,NA,NA,NA
1987,"Afrique du Sud",NA,17107.7786,15838.5133,NA,12613.591,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1987,"Australie",17909.655,66803.2368,32250.8859,4.675224781,26334.8595,27.79,17.86,7.96,54.35,12312128.43,NA,NA,NA,NA
1987,"Canada",421.6058,53793.5055,33816.4386,2.6289227009,28760.6692,35.05,18.34,10,46.61,7560957.33,NA,NA,NA,NA
1987,"Chine",3590.3445,2839.7178,3220.1988,3.7693057,2883.2562,30.22,22.07,8,47.71,1085341.8,40.81,16.01,15.8,43.18
1987,"Danemark",NA,50491.4266,36762.1401,NA,30139.4295,28.05,24.5,9.1,47.45,NA,NA,NA,NA,NA
1987,"Etats-Unis",6630.1264,85681.0772,38499.3776,3.9641916752,32559.8421,37.38,16.78,12.92,45.84,12907360.62,62.73,2.86,26.3,34.41
1987,"France",11462.2566,65983.1025,31602.5874,3.7834744453,27966.4428,31.04,21.84,8.46,47.12,10581039.52,50.5,9.5,17.06,40
1987,"Inde",NA,NA,2287.1761,4.6630677464,2075.6345,35.37,19.96,10.59,44.67,NA,NA,NA,NA,NA
1987,"Japon",14506.8999,99076.0072,26782.088,6.8857560158,22774.5012,38.4,19.8,11.44,41.81,15681965.72,NA,NA,NA,NA
1987,"Mexique",NA,NA,17933.4988,NA,14916.3677,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1987,"Royaume-Uni",12727.5557,64703.1075,23984.4506,5.1095638275,20673.9992,31.75,20.38,9.12,47.86,10563531.15,50.36,NA,16.67,NA
1987,"Russie",NA,NA,22173.1671,NA,17725.4796,23.3,28.08,4.86,48.62,NA,NA,NA,NA,NA
1988,"Afrique du Sud",NA,16106.4469,15976.2178,NA,12865.8971,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1988,"Australie",18423.3736,70835.2304,33447.684,4.7173147202,27378.631,29.48,17.45,9.81,53.07,12915351.35,NA,NA,NA,NA
1988,"Canada",536.8696,55151.2814,35105.8749,2.5824153423,29978.6217,35.45,18.68,10.72,45.87,7741731.12,NA,NA,NA,NA
1988,"Chine",3587.1569,2886.2261,3303.1178,3.6850705,2950.8705,30.56,21.88,8.13,47.56,1086005.07,40.81,16.01,15.8,43.18
1988,"Danemark",NA,49625.994,36413.7437,NA,29689.3412,27.54,25.01,8.5,47.45,NA,NA,NA,NA,NA
1988,"Etats-Unis",6108.5657,88764.1229,39660.1747,3.8988084793,33944.996,39.08,16.3,14.72,44.62,13234497.55,63.98,2.73,28.14,33.29
1988,"France",11551.3383,68054.1573,32770.7897,3.7370631695,28988.3237,31.46,21.63,8.6,46.91,10833112.31,50.48,9.66,17.36,39.86
1988,"Inde",NA,NA,2317.266,4.7548503392,2093.7752,36.3,19.65,11.4,44.05,NA,NA,NA,NA,NA
1988,"Japon",17432.4771,113528.4417,28410.2053,7.4427866936,24151.3171,39,19.51,11.7,41.48,17975309.7,NA,NA,NA,NA
1988,"Mexique",NA,NA,17754.0989,NA,15052.9954,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1988,"Royaume-Uni",11662.645,72184.2673,24693.2053,5.3717422485,21207.7101,32.26,20.14,9.51,47.6,11392242.6,48.19,NA,15.2,NA
1988,"Russie",NA,NA,22517.665,NA,18161.8658,23.33,28.03,5.01,48.64,NA,NA,NA,NA,NA
1989,"Afrique du Sud",NA,15906.5932,15761.2779,NA,12648.5781,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1989,"Australie",19425.3541,75761.2643,33910.3459,4.9418320656,27737.2692,27.36,18.32,8.04,54.32,13707283.22,NA,NA,NA,NA
1989,"Canada",-342.7067,57124.2921,35223.215,2.6220490932,30011.605,36.26,18.5,11.64,45.24,7869191.68,NA,NA,NA,NA
1989,"Chine",3904.0626,3113.8376,3266.5883,4.0213929,2915.7071,31.11,21.26,8.33,47.63,1170234.76,40.81,16.01,15.8,43.18
1989,"Danemark",NA,50627.1822,36663.6581,NA,29663.1849,27.94,24.48,8.86,47.58,NA,NA,NA,NA,NA
1989,"Etats-Unis",5572.7478,92891.8504,40679.392,3.9817121029,34443.3621,38.67,16.38,14.28,44.94,13714357.49,64.09,2.7,28.29,33.21
1989,"France",11669.7032,72348.3693,33819.016,3.8036086559,29943.8671,31.84,21.33,8.99,46.83,11389474.93,50.76,9.21,17.66,40.04
1989,"Inde",NA,NA,2481.1405,4.591567744,2237.8999,36.34,19.65,11.31,44,NA,NA,NA,NA,NA
1989,"Japon",20514.4286,124557.8885,29650.6747,7.8949213028,25074.7747,39.96,19.25,12.83,40.79,19796335.85,NA,NA,NA,NA
1989,"Mexique",NA,NA,17932.5635,NA,15524.8478,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1989,"Royaume-Uni",13363.4888,77232.8103,25339.8105,5.5805068016,21968.1513,31.69,20.48,8.92,47.83,12259310.93,48.53,NA,16.59,NA
1989,"Russie",NA,NA,22660.5564,NA,18263.331,24.68,27.31,5.62,48.01,NA,NA,NA,NA,NA
1990,"Afrique du Sud",NA,15259.8679,15228.8271,NA,12239.4108,47.1,13.32,10.12,39.58,NA,NA,NA,NA,NA
1990,"Australie",19854.9654,78733.5342,34374.775,5.0591993332,27927.0241,26.71,18.45,7.5,54.85,14128846.73,NA,NA,NA,NA
1990,"Canada",-3461.1777,58699.1294,34643.2772,2.6038997173,29337.7002,33.81,19.37,9.48,46.81,7639245.38,NA,NA,NA,NA
1990,"Chine",4155.2351,3341.7064,3159.7321,4.3182545,2821.9382,30.85,21.46,8.21,47.69,1215368.98,40.81,16.01,15.8,43.18
1990,"Danemark",NA,50954.7471,37225.7583,NA,29867.0043,28.15,24.58,8.93,47.28,NA,NA,NA,NA,NA
1990,"Etats-Unis",4867.4741,93426.1078,41016.8141,3.9564089775,34621.1169,38.64,16.32,14.31,45.04,13697539.58,64.15,2.68,28.24,33.17
1990,"France",11726.4691,74498.65,34363.7412,3.8281180859,30406.3339,31.56,21.25,8.9,47.19,11639917.72,50.27,8.93,17.18,40.8
1990,"Inde",NA,NA,2562.998,4.6037317184,2305.8507,34.4,20.27,10.74,45.32,NA,NA,NA,NA,NA
1990,"Japon",23524.0581,132398.8096,31015.7566,8.0789213181,26183.6411,40.64,19.15,13.76,40.2,21153558.33,NA,NA,NA,NA
1990,"Mexique",NA,NA,17491.6,NA,15375.6545,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1990,"Royaume-Uni",13001.2643,75384.4401,25571.7723,5.3868379593,22142.672,32.84,19.08,8.62,48.08,11927889.13,45.99,NA,16.35,NA
1990,"Russie",28709.0915,15486.1838,22066.7551,3.5141785145,17861.9164,23.95,28.37,7.45,47.68,6276995.73,NA,NA,NA,NA
1991,"Afrique du Sud",NA,14397.2893,14446.7763,NA,11874.0479,49.11,12.39,10.79,38.5,NA,NA,NA,NA,NA
1991,"Australie",18767.3014,79303.5631,33400.2094,5.1895775795,26917.4496,27.23,17.94,7.35,54.83,13969009.37,NA,NA,NA,NA
1991,"Canada",-7688.7442,59951.9043,33445.257,2.5494363308,28293.5036,34.18,19.01,9.22,46.8,7213249.72,NA,NA,NA,NA
1991,"Chine",4392.1719,3533.0853,3273.6962,4.3413654,2912.559,31.51,20.27,8.42,48.23,1260523,40.81,16.01,15.8,43.18
1991,"Danemark",NA,53433.0385,37555.1407,NA,29976.5185,28.02,24.58,8.91,47.39,NA,NA,NA,NA,NA
1991,"Etats-Unis",3784.2054,93560.8781,40613.4256,3.9825472832,34192.9732,38.43,16.18,13.59,45.4,13617521.55,64.2,2.63,27.71,33.16
1991,"France",11521.3917,74086.2207,34385.0639,3.7957234383,30300.0992,31.26,21.65,8.85,47.09,11501082.94,50.65,8.72,18.1,40.62
1991,"Inde",NA,NA,2642.2381,4.7772252349,2375.6478,35.02,20.11,10.44,44.88,NA,50.54,8.78,16.11,40.68
1991,"Japon",24431.5135,129134.771,31662.3008,7.7951960564,26516.4313,39.58,19.58,12.91,40.84,20670077.79,NA,NA,NA,NA
1991,"Mexique",NA,NA,17820.7222,NA,15816.5644,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1991,"Royaume-Uni",11574.2337,73067.5426,25900.2017,5.1080341339,22301.9168,32.74,19.13,8.44,48.14,11391886.87,45.59,NA,15.58,NA
1991,"Russie",-1243.8747,13567.616,20770.8572,0.9294903278,18734.9553,25.01,27.91,8.52,47.09,1741396.08,NA,NA,NA,NA
1992,"Afrique du Sud",NA,13725.6907,13607.8306,NA,11317.4681,48.71,12.57,10.83,38.71,NA,NA,NA,NA,NA
1992,"Australie",17469.8707,80008.1351,32763.6493,5.2064299583,26509.8085,27.63,17.85,7.66,54.52,13802136.8,NA,NA,NA,NA
1992,"Canada",-9808.4597,63550.1172,33248.7806,2.6503520012,27964.6784,34.92,18.47,9.43,46.61,7411624.53,NA,NA,NA,NA
1992,"Chine",4862.1451,4078.6914,3507.9997,4.539434,3103.4232,32.71,19.39,8.85,47.9,1404938.26,40.81,16.01,15.8,43.18
1992,"Danemark",NA,55181.1427,38424.4738,NA,30961.3496,28.14,24.55,8.98,47.31,NA,NA,NA,NA,NA
1992,"Etats-Unis",2070.4249,95561.6481,41657.1853,3.9045569897,35121.6818,39.47,15.5,14.53,45.04,13713456.65,65.56,2.43,28.78,32.01
1992,"France",11066.4116,73626.0284,34538.872,3.7073543072,30531.0482,30.75,21.59,8.42,47.66,11318929.81,51,7.8,17.49,41.2
1992,"Inde",NA,NA,2616.2857,4.9875921178,2330.1569,35.99,19.82,10.27,44.18,NA,NA,NA,NA,NA
1992,"Japon",24091.0141,121636.5634,31562.3199,7.4088230133,26268.6823,35.57,20.87,9.32,43.56,19462001.73,NA,NA,NA,NA
1992,"Mexique",NA,NA,17975.9568,NA,15977.4953,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1992,"Royaume-Uni",9652.5188,74068.002,26237.4199,4.9859366417,22569.0338,32.65,19.41,8.04,47.94,11252762.11,48,NA,16.99,NA
1992,"Russie",2835.7076,10021.5696,17640.2935,1.1950188875,15125.8491,32.45,21.67,10.13,45.88,1807567.54,NA,NA,NA,NA
1993,"Afrique du Sud",NA,13887.6483,13329.9636,NA,11233.5126,46.27,13.71,10.56,40.02,NA,85.89,-1.12,48.24,15.23
1993,"Australie",15993.5745,81946.0425,33871.3729,5.0037789345,27584.8635,28.2,17.71,8.17,54.1,13802853.22,NA,NA,NA,NA
1993,"Canada",-11368.3477,68781.4816,33568.7667,2.7971866131,28269.8339,36.37,17.73,10.43,45.9,7907603.07,NA,NA,NA,NA
1993,"Chine",5537.6141,4912.7717,3784.4161,4.8755638,3321.4122,33.91,18.49,9.29,47.61,1617369.65,40.81,16.01,15.8,43.18
1993,"Danemark",NA,58533.2417,38185.6872,NA,30767.7228,28.15,24.77,8.98,47.08,NA,NA,NA,NA,NA
1993,"Etats-Unis",497.8695,96927.6505,42400.5494,3.8552618027,35625.4386,39.12,15.63,14.02,45.25,13734544.64,65.82,2.31,28.72,31.86
1993,"France",9743.264,73485.014,33961.6415,3.6769719124,30089.3357,30.87,21.31,8.63,47.82,11063767.58,51.21,7.84,18.78,40.95
1993,"Inde",NA,NA,2687.7622,4.9486468512,2393.6661,37.67,19.33,12.79,43.01,NA,NA,NA,NA,NA
1993,"Japon",23710.4017,117659.4261,31298.2528,7.2386226654,25880.4891,36.08,20.59,9.52,43.33,18733909.89,NA,NA,NA,NA
1993,"Mexique",NA,NA,22196.6697,NA,18806.6474,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1993,"Royaume-Uni",7504.9105,78620.6051,26427.8441,5.0033097267,23074.7042,33.86,19.14,9.24,47,11544969.09,49.83,NA,18.29,NA
1993,"Russie",2023.0113,11791.4387,16019.1923,1.433221817,13482.3979,34.21,20.3,11.11,45.49,1932326.63,NA,NA,NA,NA
1994,"Afrique du Sud",NA,14796.2412,13410.3673,NA,11391.6366,47.35,13.3,11.27,39.35,NA,86.1,-2.07,49.26,15.97
1994,"Australie",14832.5972,85268.2103,34884.625,4.9356913567,28473.2203,28.65,17.56,8.57,53.79,14053503.57,NA,NA,NA,NA
1994,"Canada",-12405.9595,73914.7857,34795.7956,2.8882629871,29294.0388,38.69,16.6,10.85,44.71,8460887.26,NA,NA,NA,NA
1994,"Chine",5500.847,5148.8175,4019.5908,4.6705226,3520.0178,34.33,18.11,9.54,47.56,1640073.37,40.81,16.01,15.8,43.18
1994,"Danemark",NA,62091.5408,39764.2272,NA,32106.8704,29.17,24.23,10.03,46.6,NA,NA,NA,NA,NA
1994,"Etats-Unis",-223.2929,98188.8158,43675.0499,3.7480888367,36925.971,39.17,15.59,13.87,45.24,13840176.11,65.85,2.19,28.59,31.96
1994,"France",8649.8335,73667.3471,34420.3175,3.5654740334,30534.4599,31.08,21.11,8.88,47.81,10886978.31,51.2,7.76,19.32,41.05
1994,"Inde",NA,NA,2741.2798,4.922584519,2454.6394,39.22,18.87,12.67,41.92,NA,NA,NA,NA,NA
1994,"Japon",23106.6058,119568.0991,31254.2398,7.2872357368,25745.8817,36.47,20.38,9.4,43.15,18761630.7,NA,NA,NA,NA
1994,"Mexique",NA,NA,22729.6868,NA,19161.5986,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1994,"Royaume-Uni",6374.3976,80500.6778,27387.603,4.8587703705,23967.9193,34.74,19.03,10.54,46.23,11645444.01,49.55,NA,17.65,NA
1994,"Russie",1691.4973,12074.8294,13933.8139,1.7196294069,11141.4772,40.23,15.55,12.05,44.21,1915921.02,NA,NA,NA,NA
1995,"Afrique du Sud",NA,14456.2362,13257.5314,NA,11239.8606,48.44,12.89,11.99,38.67,NA,86.19,-5.13,47.04,18.93
1995,"Australie",14271.6907,87367.8368,35555.2388,4.9165062904,28930.1987,28.2,17.73,8.41,54.07,14223557.03,NA,NA,NA,NA
1995,"Canada",-12687.3859,76733.4402,35345.5382,2.9467167854,29835.061,36.49,17.38,10.54,46.13,8791545.56,NA,NA,NA,NA
1995,"Chine",5819.2575,5833.8891,4444.6397,4.6461421,3814.6891,33.9,18.49,9.38,47.61,1768704.71,40.81,16.01,15.8,43.18
1995,"Danemark",NA,63395.6575,40734.912,NA,33295.5634,29.38,24.51,10.27,46.11,NA,NA,NA,NA,NA
1995,"Etats-Unis",-293.4444,101873.0784,44362.8035,3.79708004,37827.5837,39.96,15.21,14.4,44.83,14363432.05,66.12,2.06,28.54,31.82
1995,"France",8008.2557,74546.413,34870.3697,3.514868021,30948.3107,31.09,21.09,8.97,47.82,10877927.99,51.11,7.98,19.64,40.91
1995,"Inde",NA,NA,2849.542,4.8259073677,2556.9066,39.28,18.9,13.35,41.82,NA,NA,NA,NA,NA
1995,"Japon",22092.859,122413.3779,31540.2555,7.2782239914,25909.6977,37.34,19.95,9.64,42.71,18857658.42,NA,NA,NA,NA
1995,"Mexique",NA,NA,20849.6676,NA,16765.613,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1995,"Royaume-Uni",3484.135,79694.4092,28250.3711,4.4509210587,25050.8261,34.79,18.7,10.51,46.5,11149933.05,46.92,NA,16.23,NA
1995,"Russie",8286.9837,15148.8332,13286.4017,3.4354650974,9446.6473,42.22,14.21,13.73,43.56,3245362.75,52.55,8.54,21.5,38.9
1996,"Afrique du Sud",NA,14355.9993,13565.6499,NA,11516.4085,49.52,12.48,12.7,38,NA,86.43,-5.12,48.2,18.69
1996,"Australie",13972.1329,87600.9111,36389.5778,4.7644805908,29753.075,27.86,17.98,8.27,54.16,14175800.68,NA,NA,NA,NA
1996,"Canada",-13504.4362,81670.5644,35505.0567,3.1184203625,29945.3417,37.18,17.16,11.18,45.66,9338221.21,NA,NA,NA,NA
1996,"Chine",5955.2383,6374.7632,4498.2559,4.7944493,3846.447,33.9,19.06,9.65,47.03,1841609.27,43,15.37,17.01,41.62
1996,"Danemark",3158.334,68881.6264,41863.1724,2.7527337074,34224.8616,29.37,24.56,10.27,46.06,9421193.05,NA,NA,NA,NA
1996,"Etats-Unis",277.9813,108232.4586,45523.4586,3.9235732555,39120.1717,40.88,14.96,15.15,44.16,15349084.56,66.5,1.89,29.23,31.61
1996,"France",6875.9703,78420.2351,35048.0592,3.5863919258,31274.3119,31.78,21.14,9.81,47.08,11216201.54,54,7.56,23.31,38.44
1996,"Inde",NA,NA,2982.2551,4.7218009581,2673.5033,38.94,19.05,13.56,42.01,NA,NA,NA,NA,NA
1996,"Japon",21554.7873,123755.8235,32068.881,7.1480145454,26326.8314,38.08,19.59,10.07,42.33,18818457.68,NA,NA,NA,NA
1996,"Mexique",NA,NA,21087.4108,NA,17102.1948,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1996,"Royaume-Uni",901.0622,82703.5301,28643.2518,4.4355120659,25266.6751,35.86,18.49,11.94,45.65,11207049.84,48.38,NA,16.55,NA
1996,"Russie",9017.7972,17731.2868,12785.3147,3.5359704494,10423.6022,48.22,9.93,16.09,41.84,3685755.26,54.41,8.17,23.42,37.42
1997,"Afrique du Sud",NA,14019.7491,13548.0718,NA,11508.7188,50.52,11.9,13.39,37.57,NA,85.34,-4.38,47.68,19.03
1997,"Australie",13737.196,92320.6648,37232.5138,4.8061537743,30694.8764,28.7,17.53,8.69,53.77,14752430.21,NA,NA,NA,NA
1997,"Canada",-13600.005,87557.0284,36509.0919,3.2608611584,30971.2076,37.98,16.78,12.2,45.23,10099276.9,NA,NA,NA,NA
1997,"Chine",6537.7897,7625.3985,4731.1735,5.1906912,4038.7961,33.91,19.09,9.65,46.99,2093842.96,44.64,14.9,17.92,40.46
1997,"Danemark",3615.6496,74346.87,43092.253,2.908172369,35067.5814,30.47,24.08,11.14,45.45,10198256.39,NA,NA,NA,NA
1997,"Etats-Unis",1763.8582,116098.215,46948.9727,4.1008367538,40623.9944,41.58,14.74,15.86,43.68,16659228.24,67.18,1.67,30.11,31.14
1997,"France",6124.7462,82441.895,35637.9886,3.6342682838,31998.3376,32.02,21.04,10.17,46.94,11629057.33,55.24,7.26,25.31,37.5
1997,"Inde",NA,NA,3129.8611,4.6115132048,2817.995,39.75,18.83,14.19,41.42,NA,NA,NA,NA,NA
1997,"Japon",21360.6623,124157.8525,32244.4239,7.0421943665,26558.9459,37.89,19.56,9.55,42.55,18703327.16,NA,NA,NA,NA
1997,"Mexique",NA,NA,22157.654,NA,18180.2197,53.12,8.01,21.94,38.87,NA,NA,NA,NA,NA
1997,"Royaume-Uni",653.0922,88609.9236,29744.4686,4.5385913849,26364.0206,35.44,18.86,11.98,45.71,11965565.91,51.57,NA,19.27,NA
1997,"Russie",8410.5939,19792.3918,12859.3524,3.6423399448,10616.4018,46.16,12.45,16.64,41.39,3866854.97,59.57,7.13,31.51,33.3
1998,"Afrique du Sud",NA,13490.0833,13265.9766,NA,11245.6786,51.52,11.33,14.07,37.16,NA,84.47,-3.55,47.52,19.08
1998,"Australie",14594.9857,98044.0228,38460.4521,4.9225554466,31743.1852,28.95,17.49,9,53.56,15625761.36,NA,NA,NA,NA
1998,"Canada",-13992.602,92939.8434,37615.2213,3.3796505928,31810.2666,38.19,16.84,12.54,44.96,10750751.87,NA,NA,NA,NA
